Run Index,k,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Noise,Date,Time
9,1,0.0,18.522555112838745,9.24671459197998,0.007996559143066406,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,2,0.0,18.522555112838745,9.24671459197998,0.009016275405883789,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,3,0.0,18.522555112838745,9.24671459197998,0.006987094879150391,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,4,0.0,18.522555112838745,9.24671459197998,0.009004592895507812,0.9666666666666667,TwoQubitXRotation,02/18/2025,12:09:41
9,5,0.0,18.522555112838745,9.24671459197998,0.006994485855102539,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,6,0.0,18.522555112838745,9.24671459197998,0.008726358413696289,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,7,0.0,18.522555112838745,9.24671459197998,0.00798940658569336,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,8,0.0,18.522555112838745,9.24671459197998,0.010007381439208984,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,9,0.0,18.522555112838745,9.24671459197998,0.006995677947998047,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,10,0.0,18.522555112838745,9.24671459197998,0.009014129638671875,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,11,0.0,18.522555112838745,9.24671459197998,0.007998466491699219,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,12,0.0,18.522555112838745,9.24671459197998,0.010983943939208984,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,13,0.0,18.522555112838745,9.24671459197998,0.010719060897827148,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,14,0.0,18.522555112838745,9.24671459197998,0.007890701293945312,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,15,0.0,18.522555112838745,9.24671459197998,0.007117271423339844,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,16,0.0,18.522555112838745,9.24671459197998,0.006993770599365234,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,17,0.0,18.522555112838745,9.24671459197998,0.009123563766479492,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,18,0.0,18.522555112838745,9.24671459197998,0.007318735122680664,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,19,0.0,18.522555112838745,9.24671459197998,0.007111072540283203,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,20,0.0,18.522555112838745,9.24671459197998,0.008007287979125977,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,21,0.0,18.522555112838745,9.24671459197998,0.008001565933227539,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,22,0.0,18.522555112838745,9.24671459197998,0.010003089904785156,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,23,0.0,18.522555112838745,9.24671459197998,0.009729146957397461,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,24,0.0,18.522555112838745,9.24671459197998,0.007991313934326172,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,25,0.0,18.522555112838745,9.24671459197998,0.007009029388427734,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,26,0.0,18.522555112838745,9.24671459197998,0.010007858276367188,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,27,0.0,18.522555112838745,9.24671459197998,0.012991189956665039,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,28,0.0,18.522555112838745,9.24671459197998,0.011722087860107422,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,29,0.0,18.522555112838745,9.24671459197998,0.007000446319580078,1.0,TwoQubitXRotation,02/18/2025,12:09:41
9,30,0.0,18.522555112838745,9.24671459197998,0.009995460510253906,1.0,TwoQubitXRotation,02/18/2025,12:09:41
