Run Index,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
2,0.0010609626770019531,17.855446815490723,11.627661943435669,0.015520572662353516,1.0,02/17/2025,18:05:38
