Run Index,k,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Date,Time
3,1,0.001001596450805664,25.703014373779297,10.982571601867676,0.0094757080078125,1.0,02/17/2025,18:10:47
3,2,0.001001596450805664,25.703014373779297,10.982571601867676,0.011604070663452148,1.0,02/17/2025,18:10:47
3,3,0.001001596450805664,25.703014373779297,10.982571601867676,0.010947942733764648,1.0,02/17/2025,18:10:47
3,4,0.001001596450805664,25.703014373779297,10.982571601867676,0.011110782623291016,0.9666666666666667,02/17/2025,18:10:47
3,5,0.001001596450805664,25.703014373779297,10.982571601867676,0.010000944137573242,1.0,02/17/2025,18:10:47
3,6,0.001001596450805664,25.703014373779297,10.982571601867676,0.008999824523925781,1.0,02/17/2025,18:10:47
3,7,0.001001596450805664,25.703014373779297,10.982571601867676,0.010576009750366211,1.0,02/17/2025,18:10:47
3,8,0.001001596450805664,25.703014373779297,10.982571601867676,0.009953737258911133,1.0,02/17/2025,18:10:47
3,9,0.001001596450805664,25.703014373779297,10.982571601867676,0.010102272033691406,1.0,02/17/2025,18:10:47
3,10,0.001001596450805664,25.703014373779297,10.982571601867676,0.011070489883422852,1.0,02/17/2025,18:10:47
3,11,0.001001596450805664,25.703014373779297,10.982571601867676,0.00860738754272461,1.0,02/17/2025,18:10:47
3,12,0.001001596450805664,25.703014373779297,10.982571601867676,0.00837397575378418,1.0,02/17/2025,18:10:47
3,13,0.001001596450805664,25.703014373779297,10.982571601867676,0.010011672973632812,1.0,02/17/2025,18:10:47
3,14,0.001001596450805664,25.703014373779297,10.982571601867676,0.00998997688293457,1.0,02/17/2025,18:10:47
3,15,0.001001596450805664,25.703014373779297,10.982571601867676,0.008533477783203125,1.0,02/17/2025,18:10:47
3,16,0.001001596450805664,25.703014373779297,10.982571601867676,0.00967860221862793,1.0,02/17/2025,18:10:47
3,17,0.001001596450805664,25.703014373779297,10.982571601867676,0.008708000183105469,1.0,02/17/2025,18:10:47
3,18,0.001001596450805664,25.703014373779297,10.982571601867676,0.009908199310302734,1.0,02/17/2025,18:10:47
3,19,0.001001596450805664,25.703014373779297,10.982571601867676,0.013027667999267578,1.0,02/17/2025,18:10:47
3,20,0.001001596450805664,25.703014373779297,10.982571601867676,0.011557579040527344,1.0,02/17/2025,18:10:47
3,21,0.001001596450805664,25.703014373779297,10.982571601867676,0.011951923370361328,1.0,02/17/2025,18:10:47
3,22,0.001001596450805664,25.703014373779297,10.982571601867676,0.011174201965332031,1.0,02/17/2025,18:10:47
3,23,0.001001596450805664,25.703014373779297,10.982571601867676,0.012010574340820312,1.0,02/17/2025,18:10:47
3,24,0.001001596450805664,25.703014373779297,10.982571601867676,0.009999275207519531,1.0,02/17/2025,18:10:47
3,25,0.001001596450805664,25.703014373779297,10.982571601867676,0.010998249053955078,1.0,02/17/2025,18:10:47
3,26,0.001001596450805664,25.703014373779297,10.982571601867676,0.009557247161865234,1.0,02/17/2025,18:10:47
3,27,0.001001596450805664,25.703014373779297,10.982571601867676,0.01043391227722168,1.0,02/17/2025,18:10:47
3,28,0.001001596450805664,25.703014373779297,10.982571601867676,0.009633302688598633,1.0,02/17/2025,18:10:47
3,29,0.001001596450805664,25.703014373779297,10.982571601867676,0.009881973266601562,1.0,02/17/2025,18:10:47
3,30,0.001001596450805664,25.703014373779297,10.982571601867676,0.010097980499267578,1.0,02/17/2025,18:10:47
