Run Index,k,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Noise,Date,Time
19,1,0.0,30.77557611465454,18.20165777206421,0.019179344177246094,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,2,0.0,30.77557611465454,18.20165777206421,0.02311992645263672,0.9666666666666667,TwoQubit,03/17/2025,17:07:37
19,3,0.0,30.77557611465454,18.20165777206421,0.022562503814697266,0.9,TwoQubit,03/17/2025,17:07:37
19,4,0.0,30.77557611465454,18.20165777206421,0.01738286018371582,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,5,0.0,30.77557611465454,18.20165777206421,0.016961336135864258,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,6,0.0,30.77557611465454,18.20165777206421,0.017042160034179688,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,7,0.0,30.77557611465454,18.20165777206421,0.01798415184020996,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,8,0.0,30.77557611465454,18.20165777206421,0.018481016159057617,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,9,0.0,30.77557611465454,18.20165777206421,0.027109146118164062,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,10,0.0,30.77557611465454,18.20165777206421,0.021044254302978516,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,11,0.0,30.77557611465454,18.20165777206421,0.021715164184570312,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,12,0.0,30.77557611465454,18.20165777206421,0.018434524536132812,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,13,0.0,30.77557611465454,18.20165777206421,0.020956754684448242,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,14,0.0,30.77557611465454,18.20165777206421,0.02141427993774414,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,15,0.0,30.77557611465454,18.20165777206421,0.0180208683013916,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,16,0.0,30.77557611465454,18.20165777206421,0.023454666137695312,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,17,0.0,30.77557611465454,18.20165777206421,0.024869918823242188,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,18,0.0,30.77557611465454,18.20165777206421,0.018930435180664062,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,19,0.0,30.77557611465454,18.20165777206421,0.02001500129699707,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,20,0.0,30.77557611465454,18.20165777206421,0.019525527954101562,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,21,0.0,30.77557611465454,18.20165777206421,0.02257370948791504,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,22,0.0,30.77557611465454,18.20165777206421,0.014990806579589844,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,23,0.0,30.77557611465454,18.20165777206421,0.014645099639892578,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,24,0.0,30.77557611465454,18.20165777206421,0.018993139266967773,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,25,0.0,30.77557611465454,18.20165777206421,0.011995553970336914,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,26,0.0,30.77557611465454,18.20165777206421,0.01548004150390625,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,27,0.0,30.77557611465454,18.20165777206421,0.018045663833618164,0.9333333333333333,TwoQubit,03/17/2025,17:07:37
19,28,0.0,30.77557611465454,18.20165777206421,0.011996746063232422,0.9333333333333333,TwoQubit,03/17/2025,17:07:38
19,29,0.0,30.77557611465454,18.20165777206421,0.014623641967773438,0.9333333333333333,TwoQubit,03/17/2025,17:07:38
19,30,0.0,30.77557611465454,18.20165777206421,0.014999151229858398,0.9333333333333333,TwoQubit,03/17/2025,17:07:38
