Run Index,k,Normalization Time,Train Kernel Time,Test Kernel Time,QkNN Time,Accuracy,Noise,Date,Time
2,1,0.0,29.560077667236328,14.263652801513672,0.016427278518676758,1.0,T2Dephasing,03/17/2025,15:30:18
2,2,0.0,29.560077667236328,14.263652801513672,0.0102691650390625,1.0,T2Dephasing,03/17/2025,15:30:18
2,3,0.0,29.560077667236328,14.263652801513672,0.015085697174072266,1.0,T2Dephasing,03/17/2025,15:30:18
2,4,0.0,29.560077667236328,14.263652801513672,0.017214298248291016,0.9666666666666667,T2Dephasing,03/17/2025,15:30:18
2,5,0.0,29.560077667236328,14.263652801513672,0.016330480575561523,1.0,T2Dephasing,03/17/2025,15:30:18
2,6,0.0,29.560077667236328,14.263652801513672,0.016650915145874023,1.0,T2Dephasing,03/17/2025,15:30:18
2,7,0.0,29.560077667236328,14.263652801513672,0.016318559646606445,1.0,T2Dephasing,03/17/2025,15:30:18
2,8,0.0,29.560077667236328,14.263652801513672,0.013292312622070312,1.0,T2Dephasing,03/17/2025,15:30:18
2,9,0.0,29.560077667236328,14.263652801513672,0.013599872589111328,1.0,T2Dephasing,03/17/2025,15:30:18
2,10,0.0,29.560077667236328,14.263652801513672,0.016486406326293945,1.0,T2Dephasing,03/17/2025,15:30:18
2,11,0.0,29.560077667236328,14.263652801513672,0.015015602111816406,1.0,T2Dephasing,03/17/2025,15:30:18
2,12,0.0,29.560077667236328,14.263652801513672,0.013622045516967773,1.0,T2Dephasing,03/17/2025,15:30:18
2,13,0.0,29.560077667236328,14.263652801513672,0.017542362213134766,1.0,T2Dephasing,03/17/2025,15:30:18
2,14,0.0,29.560077667236328,14.263652801513672,0.013847112655639648,1.0,T2Dephasing,03/17/2025,15:30:18
2,15,0.0,29.560077667236328,14.263652801513672,0.010867834091186523,1.0,T2Dephasing,03/17/2025,15:30:18
2,16,0.0,29.560077667236328,14.263652801513672,0.01020050048828125,1.0,T2Dephasing,03/17/2025,15:30:18
2,17,0.0,29.560077667236328,14.263652801513672,0.015169143676757812,1.0,T2Dephasing,03/17/2025,15:30:18
2,18,0.0,29.560077667236328,14.263652801513672,0.014899969100952148,1.0,T2Dephasing,03/17/2025,15:30:18
2,19,0.0,29.560077667236328,14.263652801513672,0.015091896057128906,1.0,T2Dephasing,03/17/2025,15:30:18
2,20,0.0,29.560077667236328,14.263652801513672,0.013786554336547852,1.0,T2Dephasing,03/17/2025,15:30:18
2,21,0.0,29.560077667236328,14.263652801513672,0.016312837600708008,1.0,T2Dephasing,03/17/2025,15:30:18
2,22,0.0,29.560077667236328,14.263652801513672,0.015744686126708984,1.0,T2Dephasing,03/17/2025,15:30:18
2,23,0.0,29.560077667236328,14.263652801513672,0.012485742568969727,1.0,T2Dephasing,03/17/2025,15:30:18
2,24,0.0,29.560077667236328,14.263652801513672,0.016686677932739258,1.0,T2Dephasing,03/17/2025,15:30:18
2,25,0.0,29.560077667236328,14.263652801513672,0.01679539680480957,1.0,T2Dephasing,03/17/2025,15:30:18
2,26,0.0,29.560077667236328,14.263652801513672,0.014503002166748047,1.0,T2Dephasing,03/17/2025,15:30:18
2,27,0.0,29.560077667236328,14.263652801513672,0.01519632339477539,1.0,T2Dephasing,03/17/2025,15:30:18
2,28,0.0,29.560077667236328,14.263652801513672,0.015248537063598633,1.0,T2Dephasing,03/17/2025,15:30:18
2,29,0.0,29.560077667236328,14.263652801513672,0.016808032989501953,1.0,T2Dephasing,03/17/2025,15:30:18
2,30,0.0,29.560077667236328,14.263652801513672,0.01641702651977539,1.0,T2Dephasing,03/17/2025,15:30:18
